scale,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9
0.5,-0.21300547968456218,-0.3033072554764037,-0.3304597824170164,0.1683619602571586,0.3589233322800729,-0.035467173884822976,-0.342935692467349,-0.09515866254789353,0.10797392342410406,-0.301198480282102
0.52,-0.2063690775392005,-0.26965129085958695,-0.2527632242684966,0.11610455743835038,0.1910473180221038,-0.08523251074212644,-0.10772446039960201,-0.15243061196345792,0.0562556270900615,-0.024768034634259008
0.54,-0.1996103117918935,-0.237163081317455,-0.182513480082796,0.07022888216820149,0.043454222014072695,-0.15281242645896795,0.1510665343290122,-0.05165947291792694,0.0420420694232085,0.17244211374683763
0.56,-0.19272648160820977,-0.20584764608630415,-0.11975360071835453,0.03077699433108383,-0.08336857596244691,-0.2415887380469972,0.4388789784472159,0.13403556516292262,0.08261153477757621,0.04075089371628771
0.58,-0.18573385684254523,-0.17565831150456562,-0.06450862558574429,-0.0026359512225591387,-0.037557453274441266,0.29330951923077736,0.67568290848996,-0.09812245787290036,-0.1729464128513305,0.0329879277362029
0.6,-0.17860027185039223,-0.14680214227164723,-0.014958536524787545,-0.0313397295300528,-0.11546243908497615,0.2872905629347845,-0.17146900417256972,0.7832012260470818,-0.026041813346267255,0.12246598277853835
0.62,-0.17134608326852535,-0.1190177925961197,0.02583220321248459,-0.05190243828061863,-0.13765421130788708,0.20410043300003944,-0.19013443191260593,0.21849556952485208,-0.06715620754335386,-0.06032647082288245
0.64,-0.16397038976309386,-0.09250646158309903,0.060636173315427234,-0.06775921588778593,-0.14805488359054492,0.11806072843984783,-0.24213303616891674,-0.2649993520938875,-0.14475991793443527,0.21480351489817018
0.66,-0.15646851315595503,-0.0672527972012405,0.09053808637788563,-0.08018842394904564,-0.16519890565967804,0.05325032114851228,-0.17959421428284766,-0.21083872766365708,-0.11839906629853947,0.15631160219618906
0.68,-0.14884132776058032,-0.04325613267338911,0.11484787821554582,-0.08831070515124011,-0.17187219008453122,-0.01596388890686672,-0.126949555808628,-0.15672415032402573,-0.0865118039909132,0.09668032608265131
0.7,-0.1410883554317177,-0.02053087456532528,0.13388298953260994,-0.09247965749589944,-0.17008183373687114,-0.08800588379668334,-0.08304642957458278,-0.10235589590251602,-0.0495977125393293,0.03957469490324439
0.72,-0.1332090847014374,0.0009086691318309789,0.14796335708568023,-0.09305008736849485,-0.1617167261991346,-0.1613761777886817,-0.04646481438919839,-0.046721498500703514,-0.007612956480134304,-0.014951046426368943
0.74,-0.1252031027557695,0.02104828988355553,0.1573241390177113,-0.09027499019173806,-0.1471301280080531,-0.2367026296190809,-0.026136572037354505,-0.030295901281087785,0.03017769105825507,-0.028830995920007096
0.76,-0.11706973973598472,0.03987223089597616,0.16242040767477978,-0.08466665790259964,-0.130094092846635,-0.3095443830265064,-0.005629971004159046,0.012420423603068623,0.0771681251223166,-0.05100585402049088
0.78,-0.10881718970506916,0.05740136057636476,0.1635308126543964,-0.07688272866336955,-0.01299246002581769,0.07603505767758895,0.02664537973913707,-0.0442888670502237,-0.03825342411852907,-0.1864861815515165
0.8,-0.10042852081625152,0.07355465195223003,0.16092488555369439,-0.06653855240086282,0.018219699242024403,0.05966324743500984,0.03563423006525395,-0.027822466824748524,-0.006459091614568155,-0.18061123718542682
0.82,-0.09191086284750154,0.08834941439395097,0.15495919190456267,-0.054344051627703505,0.04999535841566335,0.05178026586697763,0.04062537385841697,-0.016251778958500676,0.027210273111804684,-0.16528654991344904
0.84,-0.08326361470944608,0.10177075945749892,0.14595408397438708,-0.04064521548256269,0.08145851749952991,0.053377798792308605,0.04182739096908654,-0.011520982544986,0.062252405208087704,-0.13883884401401175
0.86,-0.0744861256003417,0.11380408980580468,0.1342354578223443,-0.025792553999739936,0.11181687050141025,0.06544528299983332,0.040213728899855035,-0.013461450806790023,0.09917729330034067,-0.10609314353568206
0.88,-0.06557784275520344,0.1244324583359919,0.12014695298072828,-0.010157581331075983,0.14017892750961353,0.08928914458998059,0.037022844875910725,-0.013550954549995498,0.13748748386362758,-0.0553802092461125
0.9,-0.056538065286095965,0.1336416801760172,0.10400137606490087,0.005927936025972546,0.16625719490266683,0.12538050434974812,0.031745600988114034,-0.018927022649725858,0.1768252014900708,0.008488970348615024
0.92,-0.04736607537011506,0.14141728350302624,0.08612361630518471,0.022119650431212376,0.18975496927319474,0.1743399356017518,0.024901605113384597,-0.03163835520863066,0.2176686908733447,0.07849039653312449
0.94,-0.03806118310655398,0.14774379909179042,0.06684462485926565,0.03806684721289172,0.21043952025609203,0.23683786060161524,0.016958580327162975,-0.05096864930481039,0.2599769103049445,0.15441434442148586
0.96,-0.02861339255824303,0.15256626959388564,0.046586664353451636,0.05369141015982572,0.12243786006342952,-0.16872381207398401,0.0012151667129395834,0.07962782834623432,0.4887866947349979,0.3454176416450002
0.98,-0.019041438078901355,0.1559497457647936,0.02548703688978081,0.06820838255476297,0.11808907304890826,-0.167065490926867,0.027040577432842383,0.0998095568139647,-0.23911068129484997,-0.1989167478102816
1.0,-0.009331887256760478,0.157829723609796,0.00401369941365958,0.08138103527273685,0.11024580717385891,-0.153067721974902,0.02034127789261382,0.09559720378993206,-0.22316856502451593,-0.1509300330673165
1.02,0.0005137438461525282,0.15819797831218438,-0.01752785126166605,0.09292028501042425,0.09789860823913502,-0.1341802581639421,0.014161388110076821,0.08945919787785757,-0.20557197255361295,-0.10629662191182494
1.04,0.010496265198341438,0.1570388138249431,-0.038802555361594625,0.10247926789986132,0.08138457040051149,-0.11099965387973883,0.008713568749699604,0.0816752833701671,-0.18627277741592352,-0.06676742284229868
1.06,0.020616505199169577,0.15433644569975533,-0.059474183267689607,0.10971132283678477,0.061174853494487196,-0.0842364098810058,0.004236794830270993,0.07279636136794601,-0.16519845610239717,-0.03437140893383818
1.08,0.030875334345270383,0.1500749579450523,-0.07920545867788938,0.11426982337979129,0.037854545592275635,-0.05468225149631621,0.001278645013753947,0.06452918250862004,-0.14195611174153555,-0.013293483901175678
1.1,0.04127199702023303,0.14424323337921172,-0.09769297617520764,0.11587364720297637,0.014267756617878442,-0.02707450810764724,-0.03268729768630169,-0.053034790662862374,-0.15155622110301986,0.20113524609987216
1.12,0.05181044954289163,0.13681591119344694,-0.11452145015571535,0.11404298520280344,-0.01281966084945143,0.004875994399258513,-0.0348788045640374,-0.06653728785148404,-0.12736043182859913,0.2153406560366568
1.14,0.06249009372513467,0.12778167954221373,-0.12939893487321813,0.10851081980970168,-0.040289294972303324,0.036198948642039805,-0.0369234057474524,-0.08417606326145508,-0.10302761794718862,0.22230814509398786
1.16,0.07331328814323862,0.11711945837064401,-0.1419402940495583,0.09886212516045181,-0.0687978769935324,0.06904770886492267,-0.008584683078483769,-0.00039341136154133916,-0.04733482086291739,0.040186502100698046
1.18,0.08427799508923335,0.10482236820684869,-0.1518741376176435,0.08487647170166451,-0.09342157655137334,0.09509563512209576,-0.01085465699039462,-0.023329050378865235,-0.02518197745959099,0.04487056729877281
1.2,0.0953867889164652,0.09086895402168611,-0.15882117744264157,0.06614510377127614,-0.11472217467250344,0.11650906693482997,-0.011136376699030023,-0.0407278169634171,-0.0025242749183423782,0.03442546546442421
1.22,0.10664063260747945,0.07524269980245328,-0.16243565950507788,0.04232305843901313,-0.13113732640948392,0.13161064095727154,-0.00975354043309632,-0.05230902022428152,0.0196127273942276,0.012436062062229171
1.24,0.11804051503820341,0.057927044082219874,-0.1623722926740702,0.013067266502478662,-0.14096893213855807,0.138595245242349,-0.00707355201648922,-0.0580652322211341,0.040123995743543105,-0.017737916212104243
1.26,0.12958744286852591,0.03890516684743666,-0.15828107105446404,-0.0219689662495539,-0.1423967589813412,0.1355868859461174,-0.0032273969507838115,-0.056336524041357985,0.057877642930386226,-0.05157476757845275
1.28,0.14128896099453284,0.018132385266643587,-0.1497508959656091,-0.06293768329700454,-0.20774782894635488,-0.21796894907076117,-0.003547943318625784,0.06330780578632629,0.2014619331741171,-0.006980736520241587
1.3,0.15313141924088888,-0.004345476608157044,-0.13657377740912893,-0.11061566960819504,-0.16717738858495887,-0.15944547779396756,0.0035033390278123777,0.05591669246071734,0.1765804932699579,-0.0571916211917599
1.32,0.16512383741287942,-0.028579452793105475,-0.11832172875045557,-0.1651130597955488,-0.10909673887733631,-0.10418354113032521,0.01147792864474605,0.05650673407491359,0.14008617015155364,-0.1011269636806509
1.34,0.17726710731806383,-0.05458593980353619,-0.09465671634237961,-0.22675784432214946,-0.03083650235271726,-0.053927140796432446,0.016056715762092374,0.0510867630591006,0.08614601097569423,-0.11324674695627121
1.36,0.18956190705495055,-0.08238020159670215,-0.06526222684049914,-0.29585199567322185,0.07056907259176871,-0.011086225475117222,0.006721817654944528,0.0019653110889688605,0.00302271517875273,-0.03863932200125225
