scale,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9
0.5,-0.22009421246858418,-0.3026153150568903,-0.33871057615098843,-0.029947611924809468,0.044840545615309986,0.353127363510101,0.16797784868009577,0.022581513658902954,-0.17787799655007075,-0.06691612313828892
0.52,-0.2126532133507675,-0.26809894507501053,-0.2578526626482473,-0.017891691571904057,0.044747669641429434,0.2032088115146076,0.08055336866057945,0.006508227403365343,-0.07699486878756896,0.027130802252483797
0.54,-0.20512044243100355,-0.23484397414941047,-0.1851146846717988,-0.008749781500326018,0.04445826142220628,0.0803941649503387,0.004184598267310052,-0.00492382490067912,-0.004576393131949346,0.08609109564180031
0.56,-0.19749551738043816,-0.20286008549131565,-0.12020884071253408,-0.002361606429111651,0.04409419385405766,-0.017282014418497416,-0.05797396123676496,-0.015512534758679872,0.046878958945737806,0.11447459607836677
0.58,-0.18977806185230756,-0.1721568040978093,-0.06283181017597014,0.001451375162903834,0.04378437750677505,-0.0918969980320441,-0.10446848591967903,-0.028953051957199463,0.08373723477511064,0.11687738986696913
0.6,-0.18196810565294544,-0.14276779400271283,-0.012971412103834188,0.0024185917144927682,0.043566872475714,-0.14920828277513953,-0.111697761442772,0.04425543024197366,0.08502946784210272,0.020054426720977972
0.62,-0.1740644237912849,-0.11465412757556125,0.030254895147127064,0.001610950605499753,0.04375403404233458,-0.18333168055028076,-0.12106451917472238,0.012238025620864526,0.11344302537459644,-0.01597145133937567
0.64,-0.1660672592581518,-0.08785204805568217,0.06697233447422872,-0.0011238582698820925,0.044436949057931316,-0.20281743936484598,-0.12420078294465892,-0.016838740477634964,0.12839425290170547,-0.07452246631803985
0.66,-0.15797626360444877,-0.06237185619688476,0.09750676599717734,-0.0055861976188125535,0.04575997961028329,-0.20984981487378243,-0.12198952542164065,-0.04268466552293247,0.1320702143793025,-0.15415738143611288
0.68,-0.1497910786969626,-0.03822402292574805,0.12217772175778918,-0.011581063700602913,0.047866761271756084,-0.2064674444578295,-0.11510369256830114,-0.06414779833266082,0.1265615357184029,-0.2516015180616103
0.7,-0.14145845863608972,-0.015765483553921752,0.1441656053030152,0.12142342790371169,-0.29756917454364357,-0.06878304684688805,0.06771590376782101,0.042339001397929864,-0.025040897476051725,-0.3691958230033139
0.72,-0.1330773870961156,0.005644386937612254,0.15844085041715472,0.13005722143112075,-0.33589135339880427,-0.034954504305928065,0.10300884989208017,0.04548972548934461,-0.06018769781543255,-0.4984700983707254
0.74,-0.12460202646897714,0.025695239404585537,0.16777308208002917,0.1392245371292058,-0.37683409886718144,0.006540053472582378,0.14486442449233433,0.05268441833591156,-0.11553901856079953,0.3519459707850293
0.76,-0.11602903289577578,0.04436093893454804,0.17267897400129054,0.1493614108249472,-0.4203969405065293,0.051702965651193006,0.18948408290703164,0.06825149029169925,-0.16086656971171331,0.3065253035851198
0.78,-0.10744166840878357,0.06217727053659416,0.16896874983066773,-0.0575782165694996,0.07534122790938905,-0.09540230368331407,-0.029375367461688746,-0.10122401850229244,0.007514465274633023,0.26384490473627775
0.8,-0.09868394393024749,0.0781140528158499,0.16536969913440325,-0.06852706551917684,0.0853113154172654,-0.06591208140032323,-0.006428872177479712,-0.0931919908984031,-0.017176263863036945,0.21370445954492934
0.82,-0.08982947021709167,0.09264559933872783,0.15822652537704363,-0.07958121193971962,0.09713738345700504,-0.03710482062868119,0.017381128251621632,-0.07986839854118817,-0.039572314127190616,0.16255424843271243
0.84,-0.08087786529569278,0.10576134081806474,0.147876138486166,-0.09053199543461309,0.11098014439990347,-0.010123640982693199,0.04159678663640218,-0.061075042968529135,-0.05857401205205182,0.11132236836217371
0.86,-0.07182874450178935,0.117450654229501,0.13465718168020296,-0.10116925827776986,0.12700236767028233,0.013987568931777937,0.06573944706057419,-0.03653970694114816,-0.07330336002294535,0.060787180937509885
0.88,-0.06268172207975573,0.1277028502355293,0.11891045390675414,-0.11128090989808932,0.1453690823085254,0.034274406112716815,0.08925602513394547,-0.005830199589298866,-0.08317460291681414,0.01154291466330784
0.9,-0.05343641257522218,0.13650714836305444,0.10097972723900754,-0.12065203491596677,0.16624798789513487,0.049853672051422535,0.11140976053907678,0.03176912549267496,-0.08803229568045204,-0.03605505243251674
0.92,-0.04409243428805246,0.1438526304652429,0.08121351569737492,-0.12906292189819615,0.18981033965750588,0.05987639658590304,0.13104407320087036,0.07750218010464287,-0.0884388147138278,-0.08198563530554022
0.94,-0.034649416816216826,0.1497281529861194,0.05996812308008429,-0.13628569086511613,0.21623249719997165,0.06346291462671823,0.14617077796179287,0.13360021477778058,-0.0861927943241742,-0.1267436960522621
0.96,-0.025107021386654927,0.15412211048176985,0.037619525053830934,-0.142070406944285,0.24570187561837983,0.05948266169299162,0.15236778340656887,0.20465930234648838,-0.08613127518665195,-0.17162063178791248
0.98,-0.01539862321057562,0.15674169733957768,0.021122512790000776,0.003799601040299248,-0.07594910897409389,0.23620639376765185,-0.3101883811651368,-0.05127813588994114,0.05174673799486997,0.03296050607785407
1.0,-0.00565148030425019,0.15811902116366944,-0.0025967272884509455,0.012872608611360524,-0.06958057968664338,0.23358189253351314,-0.2419958185461836,0.022121701534141804,0.0770876736509444,0.014877677743432592
1.02,0.004196690512170705,0.15798310300099455,-0.026421108232885956,0.02468452587294075,-0.06144729749118264,0.2246591182925727,-0.17340774222986552,0.10013132229122254,0.11087654062311697,0.00274164313478005
1.04,0.014146316389670118,0.1563230279259139,-0.04999889266938171,0.039482886511157465,-0.05143774486670856,0.2094255297426344,-0.10441578359944997,0.18273412891576857,0.1527938842177455,-0.0033438718860963335
1.06,0.02419812768548334,0.153132796082173,-0.07307461521270726,0.05741677332657653,-0.03949160774795047,0.1907840857965261,-0.020706506034429233,0.24685788344801027,0.22337485286262038,0.007661597647226754
1.08,0.034355956545923515,0.14840858325489678,-0.09417751492623465,0.08061795802910668,-0.024929015765835064,0.18480937460393687,-0.10392022290282939,0.14616093347133147,0.413556312013191,-0.0076551647661631875
1.1,0.04460821417247013,0.14222858731001994,-0.1104727350589207,0.10917683557185635,-0.007196697384395408,0.07183711321628168,0.05137327560074648,-0.512874038040616,-0.0007158717838978285,-0.05662643860893187
1.12,0.054968119198742366,0.1343630493408037,-0.12926265402218973,0.13876901503278197,0.011568600431918393,0.03270554627374925,0.09689999024454107,-0.4380521227006695,0.05671240739393042,-0.044841270486272324
1.14,0.06543172069977775,0.12491819249726659,-0.14602576707940684,0.17261657457336171,0.03278105404337334,-0.010755326779775016,0.14289614573259177,-0.36108747466496693,0.120558128137267,-0.02850153279774819
1.16,0.0759948676844114,0.11386186253961417,-0.1563562112764497,0.21590368332253745,0.05861373648249152,-0.10299048655959286,-0.30786683061730974,-0.07199815152771649,-0.31046281377683654,-0.014503354930061028
1.18,0.08666651607290217,0.10121804127939453,-0.16786814019501273,0.2591225769121408,0.0851451233330803,-0.15689382005857405,-0.2721884024757587,0.04663690390916861,-0.2784714328386575,0.003037400249194645
1.2,0.09743943878546463,0.08695009031239365,-0.1772633830504874,0.3055481188233994,0.11393568383412163,-0.23429138578532888,-0.06328346566136682,0.34103007300558147,-0.35483559023300226,0.03764899180151708
1.22,0.10832823134834586,0.07110637101113587,-0.1868273700313094,0.3535289838427414,0.14376637490434954,-0.23576988758075204,0.5420260319816593,0.15762598901896654,0.31553713661653615,0.06889363908491208
1.24,0.11941617378843795,0.05218643818537867,-0.1492232769267637,-0.28249823668005225,-0.17612820676388286,-0.024621004968157757,0.06602111403159495,-0.06610844226640024,-0.17654217411943493,-0.08919217243993297
